actorID,actorName,ranking
55954,Regina Orioli,6
55955,Sabrina Impacciatore,12
55956,Jesus Ochoa,2
55957,Marina de Tavira,4
55958,Marta Zamora,5
55959,Mercedes Pascual,6
55960,Patricio Castillo,7
55961,Plutarco Haza,9
55962,Ramon Barragan,10
55963,Rogelio Guerra,11
55964,Rick Hoffman,10
55965,Beverly Leech,18
55966,Craig Hoskins,25
55967,Derric Nugent,28
55968,Dina Eastwood,24
55969,Igor Jijikine,12
55970,June Kyoko Lu,27
55971,Maria Quiban,30
55972,Matt Huffman,26
55973,Natalia Ongaro,29
55974,P.J. Byrne,23
55975,Alena Cihalikova,44
55976,Armando Cantina,42
55977,Brian Deegan,16
55978,Chris Gann,47
55979,Colin McKay,17
55980,David Asman,40
55981,F. Valentino Morales,34
55982,Ivan Rueda,53
55983,Ivo Niederle,51
55984,Jan Filipensky,46
55985,Jason Ellis,15
55986,Joe Bucaro III,38
55987,Joshua Montero,49
55988,Leila Arcieri,12
55989,Lubos Pospisil,52
55990,Martin Barta,22
55991,Martin Hub,36
55992,Martina Bauerova,23
55993,Martina Smukova,54
55994,Michal Muller,50
55995,Mike Escamilla,45
55996,Mike Vallely,14
55997,Orbital,25
55998,Radek Tomecka,55
55999,Rammstein,24
56000,Rick Thorne,11
56001,Rob Wells,19
56002,Roman Matrka,48
56003,Scott Waugh,35
56004,TeeJay Boyce,41
56005,Vaclav Chalupa,43
56006,Vitezsalv Bouchner,26
56007,Biggie Smalls,4
56008,"Marion ""Suge"" Knight",5
56009,Notorious B.I.G.,6
56010,Suge Knight,1
56011,Maria Verdi,4
56012,Romany Malco,6
56013,Sylve Testud,8
56014,Alice Roberts,4
56015,Carl Goetz,11
56016,Carl Götz,9
56017,Daisy D'Ora,7
56018,Francis Lederer,3
56019,Fritz Kortner,2
56020,Gustav Diessl,5
56021,Krafft Raschig,10
56022,Krafft-Raschig,12
56023,Louise Brooks,1
56024,Michael von Newlinsky,6
56025,Cyrus Ab,6
56026,Cyrus Abdi,7
56027,Cyrus Abidi,2
56028,Farrokh Shojaii,4
56029,Gholbahar Janghali,5
56030,Nassim Abdi,1
56031,Youssef Habashi,3
56032,Fang Lu,4
56033,Jin Su,5
56034,Kwan Wu,6
56035,Li Huatong,2
56036,Ye Liu,8
56037,Lu Fang,3
56038,Shuang Li,7
56039,Yongning Zhang,9
56040,Bengt Carlsson,10
56041,Hanna Eriksson,6
56042,Lars Nordh,1
56043,Lucio Vucino,5
56044,Peter Roth,7
56045,Stefan Larsson,2
56046,Sten Andersson,4
56047,Sture Olsson,9
56048,Tommy Johansson,8
56049,Torbjorn Fahlstrom,3
56050,Bernard Alane,6
56051,Cecile Samie,7
56052,Christophe Vandevelde,9
56053,Pierre Diot,10
56054,Serge Boutleroff,11
56055,Anna Mouglalis,7
56056,Jacques Dutronc,2
56057,Mathieu Simonet,6
56058,Ariel Besse,2
56059,Catherine Alcover,11
56060,Michel Berto,13
56061,Barbara McNair,3
56062,Caitlin Wyles,21
56063,David Renard,15
56064,Laura Figueroa,12
56065,Lilith Miles,20
56066,Linda Garay,17
56067,Lorena Kirk,13
56068,Nefti Millet,11
56069,Robert Emhardt,7
56070,Anne-Marie Philipe,8
56071,David D'Ingeo,9
56072,Delphine Zingg,10
56073,Elisabeth Macocco,11
56074,Frederic De Goldfiem,12
56075,Alexandre Bisping,35
56076,Andree Fafard,36
56077,Angela Perzow,40
56078,Ezra Franklyn,37
56079,Jacynthe Rene,29
56080,Lana Underwood,42
56081,Lorca Simons,41
56082,Marlon Long,39
56083,Mary Hammett,38
56084,Michael Rudder,21
56085,"Stu ""Large"" Riley",34
56086,Terry Haig,25
56087,David Stott,7
56088,Donough Rees,3
56089,Shirley Wilson,8
56090,Antonio Wannek,10
56091,Idil Üner,8
56092,Katja Studt,7
56093,Maxime Foerste,3
56094,Sergio Castellito,12
56095,Hang-Seon Jang,5
56096,Jae-hyeon Jo,4
56097,Jung Suh,1
56098,Sung-hee Park,3
56099,Won Seo,7
56100,Yeo-jin Kim,6
56101,Yoosuk Kim,2
56102,Adolfo Margiotta,5
56103,Adrian McCourt,10
56104,Carlo Cascne,9
56105,Carlo Cascone,11
56106,Caterina Casini,12
56107,Claudio Gregori,13
56108,Elena D'Urso,7
56109,Imma Piro,3
56110,Jayne Ashbourne,6
56111,Gianni Garko,1
56112,Lino Banfi,4
56113,Simone Corrente,8
56114,Ugo Fangareggi,14
56115,Carole Androsky,1
56116,Jeffrey Pierce,1
56117,Jeff Williams,1
56118,Dayton Callie,8
56119,Ed Lover,19
56120,Maureen O'Boyle,18
56121,Jeff Cesario,3
56122,Jennifer Bransford,8
56123,Julie Davis,1
56124,Tania Raymonde,10
56125,Amira Casar,1
56126,Karole Rocher,3
56127,Stephane Guillon,6
56128,Abou Moez El Fazaa,7
56129,Faouzia Badr,6
56130,Hend El Fahem,2
56131,Hiam Abbass,1
56132,Maher Kamoun,3
56133,Monia Hichri,4
56134,Nadra Lamloum,5
56135,Eva Almos,1
56136,Patricia Black,1
56137,Melleny Brown,1
56138,Bob Dermer,1
56139,Eve Evans,1
56140,Gloria Figura,1
56141,Sunny Besen Thrasher,1
56142,Janet-Laine Green,1
56143,Luba Goy,1
56144,Alyson Dawn,7
56145,Michael Fantini,6
56146,Judi Bowker,4
56147,Vida Taylor,17
56148,Al Clegg,14
56149,Bob Lenz,35
56150,Brent Freeman,23
56151,Chris Coyle,17
56152,Craig McIntosh,38
56153,Dave,59
56154,Don Luce,37
56155,Ed Herschlar,27
56156,Gary Brayboy,12
56157,Jeff Bright,13
56158,Jimmy Lennon Jr.,34
56159,John Bankson,10
56160,Kevin Eads,20
56161,Kip Pierce,41
56162,Mack Yamaguchi,53
56163,Marie Thomas,49
56164,Max Jones,28
56165,Pablo Prietto,42
56166,Richard Emanuel,21
56167,Robert Puro,43
56168,Ryan Fitzgerald,22
56169,Sean Wright,52
56170,Tony Lorea,36
56171,Tony Moreno,39
56172,Willie Collins,15
56173,Dimo Alexiev,6
56174,Mike McCoy,5
56175,Stefan Ivanov,4
56176,Todd Jensen,3
56177,Brent King,10
56178,Darcy Rose Byrnes,15
56179,Eugene M. Davis,9
56180,Jacleen Haber,14
56181,Mimi Michaels,11
56182,Andonia Katsaros,38
56183,Antonia Katsaros,6
56184,Antonie Becker,35
56185,Bob Shaw,37
56186,Clement St. George,28
56187,Hilda Haynes,18
56188,James Garrett,39
56189,Jimmy Garrett,14
56190,John C. Colton,36
56191,Leo Lewis,21
56192,Rita Conde,11
56193,Allison Hayes,3
56194,Guy Prescott,10
56195,Harry Fleer,8
56196,Marilyn Buferd,4
56197,Paul MacWilliams,11
56198,Sally Todd,6
56199,Camille Spence,12
56200,Deirdre Bowen,16
56201,Devyani Saltzman,11
56202,Martha Cronyn,13
56203,Sheilanne Lindsay,14
56204,Andre Philippe,30
56205,Bill Primus,31
56206,Bobby Good,43
56207,Carlton Cuse,42
56208,Carolyn Allport,39
56209,Donald V. Allen,38
56210,Dr. Toni Grant,44
56211,Jack Bruskoff,13
56212,Ken Koch,25
56213,Leland Sun,52
56214,Mae Koh-Ruden,46
56215,Margrit Ramme,48
56216,Michel Voletti,51
56217,Mike the Dog,28
56218,Ranbir Bahi,40
56219,Raymond Lee,53
56220,Reza Bashar,41
56221,Sandy Ignon,23
56222,Valerie Curtin,10
56223,Yung Sun,50
56224,Anne Benton,10
56225,Dolores Del Rio,5
56226,Henry Amargo,18
56227,Marian Goldina,14
56228,Monte Burkhart,15
56229,Ray Beltram,24
56230,Ted Jacques,16
56231,Tom Allen,26
56232,William Campbell,5
56233,Jerry Sheldon,14
56234,Donald Dewar,15
56235,Sherlee Collier,13
56236,Francis Matthews,2
56237,George Woodbridge,13
56238,Ian Whittaker,14
56239,David Brass,23
56240,Roger Dean,28
56241,Sid Kozak,24
56242,Tony Pantages,17
56243,Christina Crawford,10
56244,Jason Robards Sr.,19
56245,Raymond Greenleaf,9
56246,Ruby Goodwin,14
56247,Will Cory,18
56248,Anne Marie Photamo,26
56249,Annie Gagen,36
56250,David Connell,41
56251,Max M. Brown,13
56252,Michael Wadleigh,33
56253,Ralph Bell,11
56254,Richard Minchenberg,23
56255,Robert Louis King,38
56256,Robert Moberly,24
56257,Sarah Felder,17
56258,Amelia Curtis,5
56259,Amelia Shankley,35
56260,Anja Van Greuningen,31
56261,Anjelika Khromova,23
56262,Anna Thalbach,11
56263,Astrid Skuyat,29
56264,Birthe Wolter,33
56265,Dean Gregory,22
56266,Derek Kueter,25
56267,Emma Campbell,34
56268,Evie Garratt,13
56269,Frances Potasnik,28
56270,Gesine Cukrowski,8
56271,Gordon Peters,15
56272,Isabelle Van Waes,32
56273,Jana Güttgemanns,10
56274,Joan McBride,27
56275,Kwasi Songui,16
56276,Lex Kreps,24
56277,Mascha Litterscheid,26
56278,Nils Brunkhorst,20
56279,Sigal Diamant,12
56280,Sven Pippig,17
56281,Alexandra Adi,9
56282,Cristen Coppen,11
56283,Jane McGregor,2
56284,Nicki Aycox,13
56285,Anthony Criss,8
56286,Shireen Crutchfield,6
56287,Pilar López de Ayala,1
56288,Carolina Bona,8
56289,Chema de Miguel,9
56290,Daniele Liotti,2
56291,Giuliano Gemma,6
56292,Manuela Arcuri,3
56293,Roberto Alvarez,7
56294,André Michaud,6
56295,Germaine Aussey,7
56296,Henri Marchand,2
56297,Jacques Shelly,5
56298,Léon Lorin,8
56299,Paul Ollivier,4
56300,Raymond Cordy,1
56301,Rolla France,3
56302,Vincent Hyspa,9
56303,Anne H. Hill,35
56304,Bev Appleton,10
56305,Chester Holt,37
56306,Donald Campen Jr.,18
56307,Ed Sala,49
56308,Ernie Dunn,25
56309,Joe Mattys,41
56310,John Tucker Battle,13
56311,Julian Bell,15
56312,Karen Jablons-Alexander,38
56313,Kim Criswell,23
56314,Lisa Cooley,22
56315,Mary McMillan,44
56316,Mike Fowler,30
56317,"O. Dewayne ""Bart"" Davis",24
56318,Rende Rae Norman,46
56319,Rhonda Fitzgerald,28
56320,Richard G. Adee,9
56321,Ronnie Farer,27
56322,Russell Dennis Baker,12
56323,Sally Beckner,14
56324,Sam Hoffman,36
56325,Sam Wells,52
56326,Steve Morley,45
56327,Sue Boyd,17
56328,Thomas Hauff,34
56329,Timothy Chambers,20
56330,Wendee Pratt,47
56331,Dominick Angelo Cangro,26
56332,Jason Winther,22
56333,Jay M. Boryea,11
56334,Jill Marie Lawrence,25
56335,Jim Marcus,21
56336,Joanne Lamstein,31
56337,Leslie Cohen,28
56338,Michael Dellafemina,14
56339,Michelle Daimer,29
56340,Orlando Pabjoy,32
56341,Pasquale Enrico Cangro,27
56342,Teresa Kelsey,30
56343,Teresa Woods,33
56344,Kia Joy Goodwin,7
56345,Shiri Appleby,3
56346,Akemnji Ndifernyan,2
56347,Alice O'Connell,3
56348,Dan Mason,4
56349,Mihai Stanescu,5
56350,Monica Barladeanu,6
56351,Monica Dean,7
56352,Russell Carter,8
56353,Byron Thames,9
56354,Edward Short,52
56355,Georg Olden,44
56356,Gordon Zimmerman,53
56357,Jerome Michaels,51
56358,Katie La Bourdette,21
56359,Michael Joy,50
56360,Paul B. Price,26
56361,Richard A. Roth,41
56362,Troy W. Slaten,29
56363,Martha MacIsaac,8
56364,Rhys Coiro,9
56365,Miguel Picazo,2
56366,Xavier Elorriaga,3
56367,Avant,16
56368,Eve (II),18
56369,Jazsmin Lewis,10
56370,Keke Palmer,17
56371,Leonard Earl Howze,7
56372,Tammy Blanchard,10
56373,Didier Saint Melin,7
56374,Doug Rand,6
56375,Laurent Desponds,9
56376,Matthieu Albertini,10
56377,Qi Shu,2
56378,Alexis Chatrian,8
56379,Arthur Setbon,9
56380,Edouard Baer,5
56381,Luck Mervil,4
56382,Julien Leal,12
56383,Marie-France Mignal,10
56384,Olivier Foubert,9
56385,Patrick Chesnais,15
56386,Robin Renucci,4
56387,Amber Gross,15
56388,Arnie Burton,27
56389,David Arrow,12
56390,Dean Nolen,16
56391,Elizabeth Jagger,28
56392,Erin Fritch,14
56393,Gannon Forrester,13
56394,Michael Formica Jones,29
56395,Peter Tambakis,30
56396,Ronobir Lahiri,26
56397,Paul Gross,1
56398,Andy Mill,19
56399,Rudi Davis,26
56400,Stewart Finlay-McLennan,28
56401,Trevor Eve,6
56402,Janet Pasquale,25
56403,J.K. Loftin,22
56404,Monica Carr,17
56405,Paul B. Mixon,24
56406,Thomas John Caligiuri,16
56407,Gustavo Rodriguez,10
56408,Marty Eli Schwartz,13
56409,Meadow Sisto,5
56410,Sunshine Logroño,17
56411,"Dave ""Tex"" O'Brien#25169",16
56412,Alan Baldwin,9
56413,Billy Griffith,14
56414,Ed Mortimer,7
56415,John Ellis,10
56416,Suzanna Kaaren,18
56417,Wallace Rairdon,15
56418,Yolande Donlan,17
56419,Yolande Mallott,5
56420,Barry Scott,5
56421,Bob Babbitt,11
56422,Bruce Arntson,20
56423,Jim Conrad,9
56424,Melanie Wheeler,19
56425,Rick Shulman,17
56426,Adora Dupree,22
56427,Alec Klapper,8
56428,Angela Chao,16
56429,Ann Dresen,21
56430,Austin Nagler,2
56431,Bobby Storm,62
56432,Cathy Susan Pyles,54
56433,Dan Sarenana,56
56434,Dana Kennedy,46
56435,Daniel Higgs,40
56436,Danielle Harrison,35
56437,Deidre Clower,18
56438,Denice Hicks,39
56439,Dennis Harrison Jr.,36
56440,Douglas Zagorski,67
56441,Ernest Fosselius,26
56442,Glenn Seer,58
56443,Gregg Higgs,41
56444,Gwendolyn Smith,59
56445,Jeanette Green,31
56446,Jessa Fahey,25
56447,Jodie Evans,24
56448,Jody Austin,10
56449,Jonas Moscartolo,4
56450,Karson Kanitz,45
56451,Lauren Frankenbach,27
56452,Luke Roberts,55
56453,Marc Gullen,33
56454,Marin Miller,51
56455,Mark Delabarre,20
56456,Mary Jane Harvill,38
56457,Mellissa Gerach,29
56458,Misty Eaker,23
56459,Nellie Batson,12
56460,Nick Victory,7
56461,Pamela Kippes,47
56462,Phyllis Fuller,28
56463,Polly Ann Young,66
56464,Ralph Green Jr.,32
56465,Reginald Glimps,30
56466,Renee Clary,17
56467,Renee LeBlanc,49
56468,Rhonda Clower,19
56469,Richard Sadler,70
56470,Richard Woolf,6
56471,Roberta Madison,50
56472,Sabrina Birdine,13
56473,Shay Astar,3
56474,Steven Moriyon,52
56475,Tammy Harrison,37
56476,Tawanya Smith,60
56477,Todd Suttles,63
56478,Vanessa Smith,61
56479,Vicki Jacobs,44
56480,Will Hammond,34
56481,Reshad Strik,11
56482,Ben Crawley,9
56483,Cécile Breccia,12
56484,Daniella Alonso,3
56485,Eric Edelstein,7
56486,Lee Thompson Young,6
56487,Michael McMillian,1
56488,Philip Pavel,16
56489,Adam Perrell,20
56490,Cedric Proust,15
56491,Dan Byrd,5
56492,Emilie De Ravin,4
56493,Gregory Nicotero,14
56494,Ivana Turchetto,18
56495,Judith Jane Vallette,19
56496,Laura Ortiz,13
56497,Maisie Camilleri Preziosi,17
56498,Maxime Giffard,16
56499,Annazette Chase,6
56500,Bill Barnes,15
56501,Christopher Brooks,16
56502,David Mauro,12
56503,Junero Jennings,11
56504,Kai Hernandez,10
56505,Lee Duncan,7
56506,Norma McClure,19
56507,Sandra Brown,18
56508,Julian Johnson,20
56509,Rev. Howard Finster,1
56510,Andrew Cofrin,26
56511,Annie Glynn,29
56512,Arthur Berggren,25
56513,Carole Kean,30
56514,Corky Pigeon,37
56515,Daryle Ann Lindley,34
56516,Denise DuBarry,45
56517,Donald Grant,1
56518,Evan Arnold,24
56519,Gordon Metcalfe,35
56520,Jonathan Aluzas,23
56521,Paul Latchaw,33
56522,Richie Egan,27
56523,Stacy Ferguson,28
56524,Stephanie White,40
56525,Wycliffe Young,20
56526,Al Nesor,20
56527,Burr Smidt,26
56528,Glenn Kezer,19
56529,John Gerstad,29
56530,Kim August,14
56531,Louis Basile,28
56532,Michael Dunn (I),6
56533,Patricia Ripley,22
56534,Bob White,11
56535,D.J. Sidney,12
56536,Don Stout,6
56537,Gary J. Levinson,9
56538,Tony Moskal,10
56539,Adam Hansley,14
56540,Glen Vernon,27
56541,James Eustermann,13
56542,Jimmy Briscoe,9
56543,Kent Minault,19
56544,Patrick Read Johnson,16
56545,Tonya Lee Williams,28
56546,Duane Taniguchi,39
56547,Ellis Edwards,19
56548,Jennifer de Loria,17
56549,Jennifer Delora,18
56550,Jo Ann Dearing,44
56551,Louan Gideon,24
56552,Mark Calaway,12
56553,Michael Ballew,13
56554,Nick Eldredge,21
56555,Pat Millicano,30
56556,Vincent Hammond,26
56557,William Ball,5
56558,Desi Singh,16
56559,Nick Cowen,12
56560,Nicolas Cowan,3
56561,Rick Dorio,19
56562,Anne Chevalier,2
56563,Hitu,4
56564,Bill Bambridge,3
56565,Matahi,1
56566,Reri Grist,5
56567,Adam Kimmel,30
56568,Alan Rosenburg,32
56569,Bruce Nozick,24
56570,Dion Albanese,14
56571,John Friedrich,2
56572,William Andrews,9
56573,Donn Gift,7
56574,Frank Eldredge,20
56575,George Mann,10
56576,Joan Wells,12
56577,Robert Porterfield,21
56578,Ann Heffernan,41
56579,Archie Duncan,25
56580,Arthur Hambling,9
56581,Christopher Hewett,28
56582,Clive Morton,12
56583,Edie Martin,6
56584,Frank Forsyth,38
56585,Gibb McLaughlin,10
56586,Jacques B. Brunius,20
56587,Jacques Cey,21
56588,John Salew,8
56589,John Warwick,36
56590,Marie Burke,16
56591,Marjorie Fielding,5
56592,Meredith Edwards,26
56593,Patric Doonan,15
56594,Paul Demel,39
56595,Tony Quinn,34
56596,William Fox,42
56597,George Benson,18
56598,Alec Guiness,37
56599,Charles Saynor,35
56600,Colin Gordon,11
56601,F.B.J. Sharp,36
56602,Henry Mollison,7
56603,Jack Howard,32
56604,Jack McNaughton,23
56605,Joan Harben,12
56606,John Rudling,34
56607,Mandy Miller,24
56608,Olaf Olsen,33
56609,Roddy Hughes,14
56610,Stuart Latham,15
56611,Vida Hope,6
56612,William Eadie,1
56613,Anne McLean,1
56614,Thomas McTaggart,1
56615,Leanne Mullen,1
56616,Lynne Ramsay Jr.,1
56617,James Ramsay,1
56618,Michelle Stewart,1
56619,Mick Maharg,1
56620,Andrew McKenna,1
56621,James Montgomery,1
56622,Craig Bonar,1
56623,Allen Eisenhart,24
56624,Amy Obrand,33
56625,Blanche Bimstein,15
56626,Brian Bremer,16
56627,Caroline Lomas,29
56628,Chanel Ryan,35
56629,Chris Anne,12
56630,Chris Claridge,18
56631,Conan Yuzna,43
56632,Connie Danese,5
56633,Daniel Heren,25
56634,Don Storey,37
56635,Donamari Tia,38
56636,Laura Tulaska,39
56637,Lisa Bal,13
56638,Michael Schipper,36
56639,Michael Tony Merten,31
56640,Mike Colletta,19
56641,Mike Diamant,21
56642,Nicolle Durant,23
56643,Patrice Jennings,7
56644,Raffaella Commitante,20
56645,Rick Widman,41
56646,Robb Willoughby,42
56647,Robin Agee,11
56648,Rohni Lee,28
56649,Seely Abraham,10
56650,Steven Morgan,32
56651,Tom Druzay,22
56652,Tom Rainone,34
56653,Tommy Lewis,45
56654,Atilio Pozzobon,9
56655,Claudia Fontan,7
56656,David Masajnik,8
56657,Eduardo Blanco,4
56658,Gimena Nobile,6
56659,Natalia Verbeke,5
56660,André Jung,8
56661,Andrea Sawatzki,5
56662,Antoine Monot Jr.,7
56663,Danny Richter,16
56664,Edgar Selge,6
56665,Jacek Klimontko,11
56666,Justus VonDohnanyi,12
56667,Maren Eggert,10
56668,Nicki VonTempelhoff,13
56669,Oliver Stokowski,4
56670,Polat Dal,15
56671,Stephan Szasz,14
56672,Timo Dierkes,3
56673,Aidan Drummond,11
56674,Ashley Kobayashi,24
56675,David Allan Pearson,21
56676,David Palffy,12
56677,Eric Breker,18
56678,Jim Filippone,27
56679,John McConnach,22
56680,Josephine Jacob,20
56681,Lenora Wong,25
56682,Mike Dopud,26
56683,Norm Sherry,23
56684,Scott Leva,14
56685,Tony Alcantar,19
56686,Eva Amurri,5
56687,Matthew Carey,7
56688,Christian Coulson,10
56689,Ben Loggins,10
56690,Miles Mutchler,13
56691,Danielle Darrieux,6
56692,Firmine Richard,8
56693,Andrea Renzi,4
56694,Erica Blanc,5
56695,Erika Blanc,8
56696,Gabriel Garko,7
56697,Koray Candemir,9
56698,Luca Calvani,10
56699,Lucrezia Valia,11
56700,Margherita Buy,1
56701,Rosaria De Cicco,12
56702,Rosaria DeCicco,6
56703,Anthony Lawton,48
56704,Anthony R. Duncan,60
56705,Bryan Donoghue,41
56706,Charles Pendleton,57
56707,Chris Place,66
56708,Cosmo Dematteo,12
56709,Daniel Spink,46
56710,Darrell Craig Davis,73
56711,Dominick Cicco,23
56712,Dov Davidoff,7
56713,Earle Masciulli,25
56714,Frank Kosman,56
56715,Franklin Ojeda Smith,29
56716,Harry Donahue,61
56717,James A. Carr,58
56718,Jared Burke,68
56719,Jeffrey Lee Gibson,26
56720,Jimmy Graham,47
56721,J.J. Dashnaw,72
56722,Joe Guglielmucci,59
56723,Joe Thompson,55
56724,John Leslie Wolfe,49
56725,Johnny Alves,43
56726,Justin Goncalves,53
56727,Kerry Shawn Duffy,34
56728,Kevin Cassidy,71
56729,Kevin Ingram,36
56730,Mark Simms,39
56731,Melissa Demyan,75
56732,Merrill Reese,62
56733,Michael McCarthy,37
56734,Michael P. Hayes,52
56735,Michael S. Brainard,54
56736,Mike Quick,63
56737,Morgan Turner,20
56738,Nicoye Banks,10
56739,Patrick F. McDade,30
56740,Patrick Walsh,27
56741,Paul Laquerre,35
56742,Peter DiStefano,44
56743,Pride Grinn,45
56744,"Ralph ""Cliff"" Dell",69
56745,Randy Couture,24
56746,Rick Reilly,28
56747,Sal Darigo,9
56748,Sean Graham,65
56749,Steve Staiger,76
56750,Stink Fisher,13
56751,Susan Moses,51
56752,Thomas Place,67
56753,Tim Lajcik,70
56754,Tim Lamendola,50
56755,Tony Luke,38
56756,Tristan Phillips,19
56757,Turron Kofi Alleyne,11
56758,Vincent Riviezzo,77
56759,Galina Jovovich,9
56760,Jason Carter,6
56761,Julene Renee,15
56762,Bunta Sugawara,22
56763,Koba Hayashi,19
56764,Miyu Irino,4
56765,Rumi Hiiragi,2
56766,Ryunosuke Kamiki,13
56767,Takehiko Ono,21
56768,Tatsuya Gashuin,23
56769,Tatsuya Gasyuin,12
56770,Tsunehiko Kamijyo,20
56771,Yasuka Sawaguchi,10
56772,Yasuko Sawaguchi,24
56773,Yo Oizumi,17
56774,Yumi Tamai,7
56775,Alexander Haig,3
56776,Amy Goodman,11
56777,Christopher Hitchens,1
56778,Daniel Davidson,6
56779,Gen. Brent Scowcroft,4
56780,Henry Kissinger,13
56781,Michael Tigar,10
56782,Roger Morris,7
56783,Seymour Hersch,5
56784,Seymour Hersh,14
56785,Walter Isaacson,9
56786,William Safire,2
56787,William Shawcross,8
56788,Ambre Lake,17
56789,Mark Matkevich,15
56790,Stacey DePass,37
56791,Allen Stewart-Coates,24
56792,Brian Rhodes,18
56793,Cecile Cristobal,34
56794,Christian Potenza,52
56795,Daniel Aiken,28
56796,Daveed Louza,45
56797,Diana C. Weng,57
56798,Frank T. Nakashima,48
56799,Fred Rutherford,53
56800,Gavin Stephens,54
56801,Ian Downie,38
56802,Jody Racicot,22
56803,John Catucci,33
56804,Jordan Madley,46
56805,Lawrence Kamikawaji,43
56806,Lisa Levy,44
56807,Marion Dressler,39
56808,Michael Ayoub,30
56809,Michael Panucci,49
56810,Mike Nahrgang,47
56811,Naomi Emmerson,40
56812,Noah Danby,35
56813,Paul Braunstein,31
56814,Paul Huggett,42
56815,Perry Perlmutar,50
56816,Peter Gail Williams,58
56817,Peter Yip,60
56818,Phoenix Gonzalez,41
56819,Poi Wong,51
56820,Rafael Brown,32
56821,Robert Tinkler,55
56822,Rudy Webb,56
56823,Scott Yaphe,59
56824,William Lynn,61
56825,Thomas Hampson,2
56826,Khylan Jones,10
56827,Tracy Pettit,7
56828,Atta Yaqub,1
56829,Ahmad Riaz,3
56830,Emma Friel,9
56831,Gerard Kelly,7
56832,Ghizala Avan,6
56833,Pasha Bocarie,11
56834,Shabana Bakhsh,4
56835,Shamshad Akhtar,5
56836,Aleksia Landeau,50
56837,Alexandra Hoffman,43
56838,Audrey Marie Anderson,29
56839,Billy Percy,23
56840,Bob Clendenin,27
56841,Caitlin McKenna,35
56842,Careena Melia,45
56843,David Wheeler,32
56844,Dee Nelson,47
56845,Earl Slick,28
56846,Edward Lachman,19
56847,Elizabeth Janas,34
56848,Fatty,38
56849,Gary Hetzler,41
56850,J. Tom Carey,37
56851,Jessica Gee,40
56852,John Balma,33
56853,Lady,44
56854,Lev Friedman,39
56855,Lisa Anne Hillman,42
56856,Marcia Mitzman Gaven,36
56857,Mary Catherine Garrison,30
56858,Michael Molly,21
56859,Richard Messing,46
56860,Robert Wahlberg,24
56861,Sandy Simpson,49
56862,Virginia Newcomb,48
56863,Chaske Spencer,8
56864,Noah Watts,4
56865,Christian Sinniger,8
56866,Michel Scourneau,7
56867,Ryoko Hirosue,2
56868,Yan Epstein,6
56869,Jim Poole,8
56870,Kristin Blegen,6
56871,Kristin Blegan,10
56872,Lisa Vischer,4
56873,Shelby Vischer,7
56874,Tim Hodge,3
56875,Tyler Patrick Jones,14
56876,Corey Sevier,11
56877,Kathryn Winslow,9
56878,Allan Gildea,6
56879,Carmel McCallion,9
56880,Cathy Kiera Clarke,15
56881,Declan Duddy,10
56882,Gerard Crossan,7
56883,James Hewitt,16
56884,Joanne Lindsay,11
56885,Kathy Kiera Clarke,5
56886,Mary Moulds,8
56887,Mike Edwards,14
56888,Simon Mann,12
56889,Alberto Di Stasio,6
56890,Alessandro Sperduti,8
56891,Matthis Sbargia,5
56892,Mauro Marino,13
56893,Remo Girone,3
56894,Stefano Santospago,7
56895,Vincent Riotta,11
56896,Cynthia Kaplan,6
56897,Jack Merrill,9
56898,Jim Simpson,13
56899,Joel Horwitz,16
56900,Jonathan M. Woodward,12
56901,Tommy Perna,13
56902,Andrew Davoli,4
56903,Emi Ito,6
56904,Hiroshi Koizumi,3
56905,Kenzo Tadake,13
56906,Yoshifumi Jajima,7
56907,Yutaka Sada,10
56908,Chotaro Togin,8
56909,Eisei Amamoto,1
56910,Kazuo Suzuki,10
56911,Machiko Naka,2
56912,Tomonori Yazaki,9
56913,Frank Iwanaga,15
56914,Diane Hull,9
56915,Dianne Hull,28
56916,Sandy McPeak,18
56917,Steve Conte,26
56918,Pope John Paul II,3
56919,Cheryl Tiegs,5
56920,Dan Rather,4
56921,David Holt,34
56922,Babe Ruth,55
56923,Bill Dickey,9
56924,Bill Chaney,22
56925,Bill Stern,13
56926,Dane Clark,25
56927,David Manley,36
56928,Elsa Janssen,6
56929,Ernie Adams,56
56930,"George Herman ""Babe"" Ruth",3
56931,George McDonald,37
56932,Janet Chapman,23
56933,Lorna Dunn,53
56934,Mark Koenig,12
56935,Patsy O'Byrne,41
56936,Ray Noble and Orchestra,43
56937,Robert W. Meusel,39
56938,Rosina Galli,54
56939,Veloz & Yolanda,47
56940,Virginia Gilmore,8
56941,Adam Englund,25
56942,Earl Poole Ball,11
56943,Gary Chason,30
56944,Gena Sleete,29
56945,Jimmy Howell,16
56946,Katherine Bongfeldt,12
56947,Kay Pering,28
56948,Lavelle Bates,14
56949,Leiland Jaynes,20
56950,P.J. Johnson,27
56951,Romy Snyder,15
56952,Su Hyatt,10
56953,Ty Chambers,24
56954,David Muller,3
56955,Hayley Tyson,2
56956,Barbara Archer,9
56957,Carol  Marsh,5
56958,Humphrey Kent,18
56959,Janina Faye,13
56960,Judith Nelmes,19
56961,Melissa Stribling,3
56962,Paul Cole,17
56963,William Sherwood,20
56964,David Beard,12
56965,David Rigby,18
56966,Douglas Campbell,8
56967,Eric House,17
