rottenTomatoesID,movieTitle,rtAllCriticsRating,rtAllCriticsNumReviews,rtTopCriticsRating,rtTopCriticsNumReviews,rtAudienceRating,rtAudienceNumRatings
5084,desert_rats,6.3,5,0,0,0,0
5085,la_buche,6.4,20,6.6,7,3.4,364
5086,1020312-stray_dog,7.4,15,0,0,0,0
5087,1040198-rapid_fire,4.7,14,0,4,3.1,3041
5088,silent_running,6.6,25,0,4,3.5,2762
5089,1113757-summer_holiday,0,1,0,0,0,0
5090,villain,3.7,7,0,0,0,0
5091,zombie_holocaust,0,2,0,0,0,0
5092,1114548-bad_company,3.9,134,4,31,2.8,6415
5093,divine_secrets_of_the_yaya_sisterhood,5.3,142,5.3,34,3.2,12363
5094,cherish,5.7,76,5.8,23,3.4,572
5095,fast_runner,8,94,8.5,26,3.8,1275
5096,bourne_identity,7,180,6.9,37,3.9,125823
5097,1112357-scoobydoo,4.4,138,4.8,29,2.7,20362
5098,windtalkers,5.1,164,5.3,37,3.2,15905
5099,country-boys,0,0,0,0,0,0
5100,emperors_new_clothes,6.6,84,6.6,26,3.4,293
5101,gangster-no-1,6.4,51,6.3,12,3.7,2271
5102,harvard_man,4.6,36,5.3,14,2.7,1487
5103,dark_blue_world,6.2,58,6.5,20,3.8,719
5104,1114548-bad_company,3.9,134,4,31,2.8,6415
5105,caveman,4.1,15,0,2,3,1935
5106,,0,1,0,0,0,0
5107,1007472-five_card_stud,0,1,0,1,3.3,527
5108,goin_south,6.6,10,0,0,0,0
5109,hero_and_the_terror,3.6,5,0,1,2.9,782
5110,1019007-silver_bullet,5.2,14,0,1,3.2,3559
5111,1032814-sorry_wrong_number,6.8,21,0,3,3.6,1027
5112,,6,217,5.2,39,3.9,395865
5113,horses_mouth,7.5,14,0,0,0,0
5114,1013238-manhattan_project,5.5,17,0,1,3,744
5115,1029024-men_at_work,4.2,22,0,4,2.7,3778
5116,sob,7.1,14,0,0,0,0
5117,she_wore_a_yellow_ribbon,8.3,14,0,0,0,0
5118,traces_of_red,3.5,6,0,2,3,197
5119,vi_warshawski,3.6,20,0,2,2.4,698
5120,juwanna_mann,3.2,82,3.2,24,2.5,1219
5121,lilo_and_stitch,7.3,144,7.2,29,3.2,36598
5122,minority_report,8,222,7.9,38,3.4,69660
5123,rabbitproof_fence,7.6,133,7.6,29,3.8,5026
5124,sunshine_state,7,106,7,29,3.1,607
5125,hey_arnold_the_movie,4.6,76,4.7,19,2.8,2763
5126,mr_deeds,4,153,3.6,30,3.3,69840
5127,lovely_and_amazing,7.3,119,7.3,28,3.4,1223
5128,,4.9,71,5.3,23,3.2,2927
5129,look_whos_talking_now,2.5,23,3.2,6,2.5,9093
5130,lost_in_yonkers,5.8,16,0,3,3.4,491
5131,mo_money,4,22,0,4,2.9,1450
5132,object_of_beauty,6.1,12,0,2,2.9,442
5133,wagons_east,1.8,10,0,2,2.5,1055
5134,zebrahead,6.1,14,0,4,3.3,221
5135,like_mike,5.5,96,5.7,28,2.8,7917
5136,men_in_black_ii,5.2,187,5.5,34,3.1,54446
5137,powerpuff_girls_movie,6.1,99,6.2,24,3.1,2190
5138,me_without_you,6.2,65,6.3,22,3.8,1522
5139,crocodile_hunter_collision_course,5.2,81,5.7,20,2.8,4549
5140,reign_of_fire,5.2,149,4.7,31,3,15531
5141,road_to_perdition,7.5,205,7.1,37,3.5,23335
5142,all_about_lily_chouchou,6.7,37,7.3,11,4.1,2372
5143,my_wife_is_an_actress,6.2,72,6.7,23,3.4,747
5144,never_say_never_again,5.9,34,6.2,5,3.1,7414
5145,20_million_miles_to_earth,6.4,8,0,0,0,0
5146,grand_theft_auto,4.8,11,0,0,0,0
5147,,0,0,0,0,0,0
5148,a_perfect_getaway,5.8,124,5.9,29,3.2,102622
5149,1776,6.8,14,0,1,3.8,2415
5150,fox_and_his_friends,7.8,15,0,3,0,0
5151,legend-of-boggy-creek,0,0,0,0,0,0
5152,,0,0,0,0,0,0
5153,halloween_resurrection,3.4,57,3.4,16,2.8,14228
5154,sex_and_lucia,6.5,69,5.8,20,3.9,6145
5155,eight_legged_freaks,5.5,140,5,25,2.5,10925
5156,k19_the_widowmaker,6.1,165,6.3,33,3,6024
5157,stuart_little_2,6.9,114,6.9,29,2.7,10893
5158,austin_powers_in_goldmember,5.8,179,5.8,37,3,145625
5159,country_bears,4.3,77,4.2,21,2.7,2600
5160,the-kid-makes-the-picture,0,0,0,0,0,0
5161,happy_times,6.4,60,6.7,20,3.7,927
5162,tadpole,6.7,104,6.7,31,3.2,888
5163,who_is_cletis_tout,4.3,55,4.4,20,3.1,596
5164,harry_and_walter_go_to_new_york,5.9,7,0,1,3.3,105
5165,merchant_of_four_seasons,7.9,12,0,2,0,0
5166,nosferatu_the_vampyre,7.6,34,0,4,3.7,5091
5167,big_bus,5.9,5,0,0,0,0
5168,eddy_duchin_story,0,2,0,0,0,0
5169,fathom,5,5,0,0,0,0
5170,in_like_flint,6.2,15,0,1,3.3,618
5171,la_terra_trema,8.5,6,0,0,0,0
5172,modesty_blaise,0,4,0,0,0,0
5173,ossessione,8.2,9,0,2,3.9,583
5174,our_man_flint,6.6,18,0,0,0,0
5175,red_beard,7.8,11,0,2,4.3,2413
5176,1000355-adventures_of_robin_hood,8.9,43,8.6,7,3.7,6404
5177,1021699-top_secret,6.4,25,0,1,3.4,8375
5178,master_of_disguise,2.2,97,2.2,26,2.3,6303
5179,signs,6.8,223,5.9,39,3.2,63081
5180,1114866-last_kiss,6.4,78,6.4,25,3.8,2248
5181,spy_kids_2_island_of_lost_dreams,6.6,127,6.7,30,2.6,12329
5182,a-good-death-beats-a-dull-life,0,0,0,0,0,0
5183,blood_work,5.6,147,6.3,34,3,4504
5184,xxx,5.6,174,5,32,3.2,47523
5185,manchester-fiesta-part-1,0,0,0,0,0,0
5186,biggie_and_tupac,6.7,47,5.9,15,3.8,1434
5187,chateau,5.3,52,5,15,2.7,261
5188,pandoras_box,8.5,23,8.1,8,4.1,1316
5189,secret_ballot,7,57,6.8,16,3.4,349
5190,martin_lawrence_live_runteldat,5,56,5.6,22,3.8,23
5191,lan_yu,6.2,34,6.1,13,3.9,584
5192,songs-from-the-second-floor,7.4,33,8,11,4.2,2079
5193,read_my_lips,7.8,95,8.1,26,3.8,1495
5194,merci-pour-le-chocolat,7.2,50,7.8,15,3.5,668
5195,beau_pere,6.6,5,0,1,3.5,254
5196,change_of_habit,4,10,0,0,0,0
5197,a-matter-of-taste,0,0,0,0,0,0
5198,lean_on_me,5.8,14,0,1,3.7,5235
5199,1017814-rollerball,6,25,0,4,3.2,2655
5200,adventures_of_pluto_nash,2.7,72,2.2,13,2,3816
5201,1113404-crush,5,78,5,24,3.2,804
5202,mostly_martha,7.2,82,7,25,4,2477
5203,seom-the-isle,6.2,32,7,8,3.7,1897
5204,10009228-possession,0,2,0,1,2.9,4231
5205,family-flaw,0,0,0,0,0,0
5206,serving_sara,3,105,3.1,24,2.4,2909
5207,,5.8,154,5,34,2.8,2552
5208,undisputed,5.5,103,6.1,29,3.2,2298
5209,amys_o,4.4,30,5.4,8,2.8,555
5210,children_on_their_birthdays,0,3,0,1,3.3,281
5211,1082899-hush,3.4,37,3.2,8,2.9,1448
5212,how-i-killed-my-father,0,0,0,0,0,0
5213,satin_rouge,6.9,47,7.1,19,3.5,291
5214,stellaluna_2004,0,0,0,0,0,0
5215,care_bears_movie_2_a_new_generation,0,0,0,0,0,0
5216,clash_of_the_titans,5.8,37,0,2,3.4,10585
5217,1036179-hot_shots,6.5,22,0,1,3,14175
5218,nightmare-city-2035,0,0,0,0,0,0
5219,shark_swarm,0,1,0,0,0,0
5220,time_after_time,7.2,28,0,4,3.5,1546
5221,unearthly,0,2,0,0,0,0
5222,976evil-ii,0,0,0,0,0,0
5223,camilla,5.2,5,0,2,3,598
5224,down_and_out_in_beverly_hills,6.8,24,0,4,2.9,2039
5225,flaming_star,7.3,10,0,0,0,0
5226,love_me_tender,5.4,8,0,0,0,0
5227,return_of_the_vampire,5.3,5,0,0,0,0
5228,revenge_of_frankenstein,6.2,7,0,0,0,0
5229,1019779-stakeout,6.5,18,0,1,2.9,2040
5230,wild_in_the_country,5.8,8,0,0,0,0
5231,wolfen,5.8,22,0,1,3,988
5232,fear_dot_com,2.6,87,3,15,2.3,7455
5233,slap-her-shes-french,4.7,25,0,2,2.9,1785
5234,love_and_a_bullet,0,2,0,0,0,0
5235,1118498-mad_love,5.3,49,5.6,14,3.6,465
5236,a_nous_la_liberte,8.3,16,0,2,3.7,914
5237,1033465-true_colors,5,14,0,4,3,876
5238,1083484-blade,5.7,83,4.6,24,3.6,87683
5239,city_by_the_sea,5.8,140,5.8,33,2.9,3070
5240,swimfan,3.9,89,4.3,16,2.5,5068
5241,incubus,0,3,0,0,0,0
5242,johnny_dangerously,5,15,0,1,3.2,1967
5243,1205377-last_house_on_the_left,4.9,143,4.5,29,2.7,137767
5244,thesis,6.8,7,0,0,0,0
5245,barbershop_2_back_in_business,6.3,123,6.4,34,3.1,7601
5246,stealing_harvard,3.2,102,3.2,25,2.7,2451
5247,transporter,5.6,122,5.1,28,3.5,52782
5248,alias_betty,7.2,51,7.3,19,3.4,366
5249,children-of-the-century,5.2,42,5.4,12,3.6,422
5250,igby_goes_down,6.9,126,6.9,32,3.4,8640
5251,aspen_extreme,3.8,9,0,1,2.9,1218
5252,betsys_wedding,5.3,7,0,2,2.8,904
5253,captain_ron,4.2,13,0,2,2.7,4124
5254,devil-bat,5.6,9,0,0,0,0
5255,ernest_goes_to_jail,3.8,8,0,0,0,0
5256,ernest-scared-stupid,3.2,5,0,0,0,0
5257,gypsy_moths,0,0,0,0,0,0
5258,hills_have_eyes_2,3.2,64,3.6,16,2.9,63799
5259,hills_have_eyes,5.3,133,5,30,3.1,75042
5260,alive_and_kicking,6.7,6,0,2,3.2,492
5261,mack,0,3,0,0,0,0
5262,monkey_trouble,5.6,11,0,2,2.5,2170
5263,monster_in_the_closet,0,1,0,0,0,0
5264,no_way_to_treat_a_lady,7.8,9,0,0,0,0
5265,1018865-shock_waves,0,2,0,0,0,0
5266,spaced_invaders,3.3,11,0,2,2.7,834
5267,suburban_commando,3.7,10,0,1,2.3,2563
5268,surf_ninjas,3.3,12,0,4,3.1,2874
5269,tabu,8.2,8,0,2,3.8,448
5270,the-wanderers,6.8,17,0,0,0,0
5271,1024237-yearling,8.4,11,0,0,0,0
5272,ladykillers,6.1,185,5.8,39,2.8,12107
5273,lavender_hill_mob,8.2,18,0,0,0,0
5274,man_in_the_white_suit,8.4,8,0,0,0,0
5275,,0,0,0,0,0,0
5276,society,5.2,7,0,0,0,0
5277,son_of_the_bride,7.3,57,6.8,18,4.2,1942
5278,1116582-experiment,6.6,64,5.9,19,3.9,5538
5279,ballistic_ecks_vs_sever,2.6,108,2.4,28,2.2,3969
5280,banger_sisters,5.3,140,5.1,34,2.7,4139
5281,four_feathers,5.4,149,5.6,32,3.2,6862
5282,1116086-trapped,4.1,56,4,12,3.1,4086
5283,8_women,6.9,111,6.8,30,3.6,5397
5284,his_secret_life,6.5,34,6.9,13,4.1,1356
5285,invincible,6.4,132,6.2,32,3.6,34698
5286,mesmerist,0,2,0,0,0,0
5287,secretary,6.7,140,6.5,30,3.7,16511
5288,spirited_away,8.5,154,8.7,31,4.1,72315
5289,trials_of_henry_kissinger,7.2,57,7.8,17,3.6,328
5290,sweet_home_alabama,5.2,154,5.1,33,3.3,82825
5291,tuxedo,4.4,136,4.1,28,2.6,12285
5292,fly-thought-on-golden-wings,0,0,0,0,0,0
5293,crazy_as_hell,5.3,14,4.6,5,3.2,275
5294,1140811-fond_kiss,7.4,24,0,4,3.7,1269
5295,moonlight_mile,6.4,145,6.2,33,3.4,3000
5296,shanghai_ghetto,6.8,44,6.7,21,3.6,181
5297,skins,5.9,58,5.6,19,4.1,578
5298,wasabi,5.1,42,5.5,13,3.5,3717
5299,jonah_a_veggietales_movie,5.8,54,6.1,18,3.4,4629
5300,red_dragon,6.4,183,5.9,35,3.4,39977
5301,between_strangers,4.3,8,0,2,3.3,164
5302,bloody_sunday,7.9,102,8.2,30,4,2812
5303,heaven,6.7,86,6.4,25,3.7,3048
5304,pipe_dream,6.4,18,6.6,7,2.8,194
5305,man_from_elysian_fields,5.9,70,5.6,25,3.3,426
5306,welcome_to_collinwood,5.9,64,6,22,3.2,1767
5307,flirting_with_disaster,7.4,42,8.5,6,3.3,2127
5308,godzilla-vs-mothra,6.7,9,0,0,0,0
5309,godzillas-revenge,4.8,6,0,1,2.7,774
5310,godzilla_king_of_the_monsters,6.9,20,0,3,3.6,2215
5311,modern_times,8.9,47,8.2,11,4.2,9563
5312,onion_field,8.2,5,0,0,0,0
5313,powaqqatsi,6.8,8,0,1,3.9,1251
5314,pride_of_the_yankees,7.4,20,0,3,3.9,1471
5315,texasville,5.6,21,4.5,5,2.9,302
5316,1005199-dangerous_liaisons,7.7,27,6.5,6,3.7,11359
5317,ernest-goes-to-africa,0,0,0,0,0,0
5318,ernest-in-the-army,3,6,0,0,0,0
5319,horror_of_dracula,7.5,27,0,3,3.6,3118
5320,strange_brew,6.5,20,0,1,3.4,4156
5321,incredible_mr_limpet,5.3,7,0,0,0,0
5322,,0,0,0,0,0,0
5323,,5.7,49,5.2,10,3.4,5732
5324,,0,0,0,0,0,0
5325,1072972-fan,4.8,25,5.3,5,2.8,5593
5326,festival_in_cannes,6.1,54,6,20,2.8,203
5327,1007522-flashback,4.9,13,0,1,3,804
5328,hanky_panky,4.8,8,0,0,0,0
5329,rocking_horse_winner,7.7,6,0,0,0,0
5330,seance_on_a_wet_afternoon,7.2,9,0,0,0,0
5331,shamus,5,7,0,1,3,301
5332,wrong_guy,0,3,0,1,3.6,826
5333,eight_below,6.5,139,6.1,31,3.4,27593
5334,brown_sugar,6.2,84,6.5,28,3.8,11172
5335,knockaround_guys,4.3,97,4.2,25,3.1,4913
5336,rules_of_attraction,5.3,134,4.9,27,3.2,10253
5337,tuck_everlasting,6.3,114,6.2,28,3.3,22077
5338,white_oleander,6.5,131,6,31,3.5,9063
5339,bowling_for_columbine,8.2,160,7.7,30,3.5,24080
5340,comedian,6.8,88,6.9,27,3.4,1389
5341,on_guard,7,30,7,14,3.7,406
5342,pokemon_4ever,3.5,36,3.1,16,3.2,4367
5343,punchdrunk_love,7.4,179,7.4,36,3.2,24379
5344,1116774-swept_away,2.8,77,3,28,2.2,2205
5345,the-young-unknowns,4,28,4,12,2.6,115
5346,abandon,4.3,109,4.1,26,2.7,2670
5347,formula_51,4.3,101,3.9,27,3.1,5566
5348,ring,6.6,169,6.3,32,3,146246
5349,auto_focus,6.7,155,6.9,37,3.2,1283
5350,blame_it_on_fidel,7.4,43,7.8,12,4.1,2344
5351,grey_zone,7,80,6.7,26,3.5,1987
5352,1117372-hansel_and_gretel,3.2,5,0,3,3.1,1129
5353,naqoyqatsi,5.8,52,5.8,16,3.7,1161
5354,real_women_have_curves,6.8,82,7.2,23,3.6,2864
5355,russian_ark,7.8,93,8.3,24,3.9,2668
5356,take_care_of_my_cat,6.8,27,6.5,8,3.7,622
5357,tully,6.9,52,6.8,20,3.6,374
5358,billy_bathgate,5.2,18,0,2,2.8,1397
5359,grave_of_the_fireflies,8.9,22,0,2,4.3,17989
5360,jason_goes_to_hell_the_final_friday,4.1,15,0,2,2.8,9066
5361,1013632-mechanic,0,3,0,1,3.5,913
5362,saturday_night_fever,7.4,38,0,4,3.1,13427
5363,10006370-stay_alive,3,57,2.8,14,3.3,40388
5364,to_the_devil_a_daughter,4,6,0,1,3.1,703
5365,urban_cowboy,6.5,13,0,0,0,0
5366,terror_train,4.6,9,0,1,2.9,1162
5367,times_square,0,4,0,1,3.6,569
5368,tom_horn,0,4,0,0,0,0
5369,,0,0,0,0,0,0
5370,up_the_academy,0,4,0,1,3.2,244
5371,when_time_ran_out,0,4,0,0,0,0
5372,wholly_moses,0,0,0,0,0,0
5373,xanadu,4.5,22,0,2,3,3569
5374,all_the_marbles,0,0,0,0,0,0
5375,absence_of_malice,6.6,22,6.6,5,3.3,1000
5376,all-night-long-1962,0,0,0,0,0,0
5377,the-amateurs,3.9,24,0,4,3,8866
5378,banana-joe,0,0,0,0,0,0
5379,marianne_and_juliane,0,1,0,0,0,0
5380,blow_out,7.5,36,7.1,5,3.6,2727
5381,1078022-buddy,5.4,19,6.2,6,2.8,1106
5382,burn_after_reading,6.8,217,6.2,42,3.4,71248
5383,butterfly_effect,4.8,166,3.8,34,3.6,109956
5384,cannibal_ferox,0,3,0,0,0,0
5385,1003547-carbon_copy,0,1,0,0,0,0
5386,charlie_chan_and_the_curse_of_the_dragon_queen,5.5,5,0,0,0,0
5387,,0,0,0,0,0,0
5388,1004110-chosen,5.6,9,0,2,3.8,256
5389,the-goat-1921,0,0,0,0,0,0
5390,continental_divide,6.2,9,0,2,3,537
5391,the-creature-wasnt-nice,0,0,0,0,0,0
5392,man_of_iron,0,1,0,0,0,0
5393,dead_and_buried,6.2,11,0,0,0,0
5394,deadly_blessing,4.4,5,0,0,0,0
5395,death_hunt,0,3,0,1,3.5,872
5396,endless_love,3.9,13,0,3,0,0
5397,enter_the_ninja,0,1,0,0,0,0
5398,entity,0,2,0,0,0,0
5399,eye_of_the_needle,6.5,13,0,1,3.4,963
5400,1020414-eyewitness,0,0,0,0,0,0
5401,faces-of-death-ii,0,0,0,0,0,0
5402,,0,0,0,0,0,0
5403,faces_of_death_pt_3,0,0,0,0,0,0
5404,faces-of-death-iv,0,0,0,0,0,0
5405,faces-of-death-v,0,0,0,0,0,0
5406,faces-of-death-vi,0,0,0,0,0,0
5407,faces-of-death,2.6,11,0,0,0,0
5408,woman_next_door,7.7,10,0,3,3.8,931
5409,first_monday_in_october,0,4,0,0,0,0
5410,fort_apache_the_bronx,6.6,11,0,1,3.2,1172
5411,four_friends,6.9,7,0,1,3.6,291
5412,merchant_of_four_seasons,7.9,12,0,2,0,0
5413,1008055-galaxy_of_terror,5.1,10,0,0,0,0
5414,1008074-gallipoli,7.4,21,0,2,3.6,5646
5415,,0,0,0,0,0,0
5416,chinese_ghost_story,7.8,8,0,0,0,0
5417,going_ape,0,0,0,0,0,0
5418,,0,0,0,0,0,0
5419,gregorys_girl,7.7,13,0,4,3.7,1117
5420,gota-kanal-eller-vem-drog-ur-proppen-who-pulled-the-plug,0,0,0,0,0,0
5421,cool_hand_luke,8.8,44,8.5,6,4.1,17521
5422,happy_birthday_to_me,5.2,8,0,0,0,0
5423,heartbeeps,1.6,5,0,0,0,0
5424,ladies-and-gentlemen-the-fabulous-stains,0,0,0,0,0,0
5425,1149046-lady_chatterleys_lover,0,0,0,0,0,0
5426,1012184-legend_of_the_lone_ranger,0,0,0,0,0,0
5427,lili_marleen,5.8,5,0,3,3.8,317
5428,10002128-lola,8.1,6,0,1,3.9,529
5429,looker,4.4,17,0,2,3.2,1109
5430,looney_looney_looney_bugs_bunny_movie,0,3,0,0,0,0
5431,i_madman,0,4,0,1,3,387
5432,mis-teddy-bear,0,0,0,0,0,0
5433,modern_problems,0,3,0,0,0,0
5434,modern_romance,6.4,20,0,1,3.6,466
5435,ms_45,6.9,9,0,0,0,0
5436,my_bloody_valentine_3_d,5.7,85,5.2,8,3.1,111307
5437,my_dinner_with_andre,7.1,18,0,1,4,1441
5438,your_friends_and_neighbors,7,55,6.4,20,3.3,1418
5439,night-of-the-zombies-battalion-of-the-living-deadgamma-693the-chillingsister-of-death,0,0,0,0,0,0
5440,night_the_lights_went_out_in_georgia,0,1,0,0,0,0
5441,1015639-only_when_i_laugh,4.9,6,0,1,3.1,189
5442,1016119-pennies_from_heaven,7,24,4.3,5,3.3,851
5443,five_easy_pieces,8.2,30,6.5,5,3.9,4148
5444,piranha_2_the_spawning,3.4,13,0,1,2,692
5445,polyester,7.1,17,0,0,0,0
5446,1016793-private_lessons,2.7,6,0,1,2.9,1236
5447,le-professionnel,0,1,0,0,0,0
5448,derrida,6.7,34,7.2,11,3.3,333
5449,ghost_ship,3.8,119,3.5,28,2.9,21180
5450,jackass_the_movie,5.1,93,4.1,17,3.4,50664
5451,paid_in_full,5.8,41,5.7,16,4.3,4068
5452,truth_about_charlie,4.8,130,4.9,35,2.7,2359
5453,1117377-all_or_nothing,7.1,88,6.8,24,3.8,907
5454,all_the_queens_men,3.3,29,2.8,11,3.1,969
5455,food_of_love,5.3,28,5.4,10,3,360
5456,frida,6.9,148,6.8,36,3.7,14440
5457,roger_dodger,7.4,121,7.4,30,3.6,1712
5458,time_changer,3.9,9,0,1,3.6,571
5459,beau_travail,7.6,29,0,4,3.9,709
5460,big_knife,0,4,0,0,0,0
5461,casino_royale,7.8,214,7.8,43,3.9,155430
5462,company_of_wolves,6.5,13,0,1,3.5,2206
5463,escanaba_in_da_moonlight,0,3,0,1,0,0
5464,1006872-exodus,6,12,0,2,3.6,904
5465,how_to_murder_your_wife,5.9,8,0,0,0,0
5466,russians_are_coming_the_russians_are_coming,6.8,17,0,1,3.5,861
5467,world_of_henry_orient,7.6,8,0,0,0,0
5468,hit-me,0,0,0,0,0,0
5469,santa_clause_2,5.6,111,5.4,28,2.9,17510
5470,blackboards,6.8,34,7.1,11,3.6,447
5471,love_in_the_time_of_money,4.2,39,3.1,12,3,203
5472,weight_of_water,5.1,62,5.3,21,3,1230
5473,1118216-femme_fatale,5.4,133,5.5,32,2.9,3552
5474,8_mile,6.7,179,7.2,38,3.1,199023
5475,etoiles_dancers_of_the_paris_opera_ballet,6.1,13,6,6,4.4,11
5476,far_from_heaven,8.1,188,8.4,37,3.6,5103
5477,god_is_great_im_not,4.5,25,4.1,11,3,1107
5478,rising_place,4.3,16,3.2,6,3.6,47
5479,,0,0,0,0,0,0
5480,harry_potter_and_the_chamber_of_secrets,7.1,199,6.6,39,3.6,176055
5481,ararat,6.4,75,6.3,22,3.6,923
5482,crime_of_padre_amaro,6.2,82,6.3,29,3.7,3433
5483,interview_with_the_assassin,6.5,57,6.1,17,3.3,332
5484,standing_in_the_shadows_of_motown,7.5,88,7.5,26,4,660
5485,way_home,6.6,55,6.5,18,4.2,1280
5486,accion-mutante-mutant-action,0,0,0,0,0,0
5487,eyes_of_an_angel,0,3,0,0,0,0
5488,liberty_stands_still,0,4,0,0,0,0
5489,life_and_death_of_colonel_blimp,8.7,11,0,1,4.2,1070
5490,rio_grande,6.7,12,0,0,0,0
5491,,0,0,0,0,0,0
5492,bad_day_at_black_rock,8.2,25,0,3,3.9,1420
5493,men_with_brooms,5.6,16,0,3,3.1,1241
5494,1014592-mysterious_island,6.2,10,0,0,0,0
5495,soul_assassin,0,1,0,0,0,0
5496,left_behind_ii_tribulation_force,0,2,0,0,0,0
5497,dog_soldiers,6.8,29,0,2,0,0
5498,goldfinger,8.4,48,7.9,6,3.6,22155
5499,,0,0,0,0,0,0
5500,houseboat,5.5,11,0,0,0,0
5501,1156538-legion_of_the_dead,0,0,0,0,0,0
5502,1042062-madame_bovary,6.4,10,0,1,3.3,531
5503,my_fathers_glory,7.5,5,0,2,3.9,1022
5504,my_mothers_castle,7.4,7,0,2,4,771
5505,return_to_the_blue_lagoon,1.9,20,0,4,2.8,2859
5506,too_beautiful_for_you,0,3,0,1,3.5,391
5507,1035639-toy_soldiers,4.4,13,0,2,3,3691
5508,1016854-prowler,0,3,0,0,0,0
5509,pursuit_of_db_cooper,0,0,0,0,0,0
5510,raggedy_man,6.5,6,0,1,3.3,201
5511,ragtime,7.3,10,0,1,3.5,672
5512,1017530-rich_and_famous,4.9,9,0,1,3,151
5513,,0,0,0,0,0,0
5514,rollover,0,3,0,0,0,0
5515,saturday_the_14th,3.4,10,0,0,0,0
5516,1018315-scanners,6.8,25,0,4,3.2,5721
5517,sharkys_machine,6.2,14,0,1,3,659
5518,shock_treatment,5.3,5,0,0,0,0
5519,do_you_remember_dolly_bell,0,4,0,0,0,0
5520,so_fine,0,4,0,1,2.9,107
5521,soupe_aux_choux,0,0,0,0,0,0
5522,1019482-southern_comfort,6.7,14,0,1,3.5,1184
5523,1019612-sphinx,0,0,0,0,0,0
5524,storie-di-ordinaria-follia-tales-of-ordinary-madness,0,0,0,0,0,0
5525,student_bodies,3.2,6,0,0,0,0
5526,take_this_job_and_shove_it,0,1,0,0,0,0
5527,1020896-tarzan_the_ape_man,7.8,13,0,0,0,0
5528,10001956-tattoo,6.5,25,6.6,9,3.4,520
5529,they_all_laughed,5.2,6,0,0,0,0
5530,1028714-thief_of_bagdad,8.1,13,0,1,3.6,655
5531,elvis_the_movie,0,2,0,0,0,0
5532,true_confessions,7.5,6,0,1,3.3,674
5533,revolution-9,6.5,25,6,5,3.3,37
5534,die_another_day,6.1,190,5.6,36,3.1,29585
5535,emperors_club,5.8,125,5.7,30,3.3,5179
5536,friday_after_next,4.1,69,4.5,23,3.3,23508
5537,personal_velocity,6.5,99,7.3,28,3.4,664
5538,1118347-quiet_american,7.7,150,8,35,3.5,2910
5539,con-man,0,0,0,0,0,0
5540,adam_sandlers_eight_crazy_nights,3.1,105,3.3,30,3.1,18784
5541,extreme_ops,2.9,65,3.3,18,2.6,1235
5542,solyaris,8.3,39,8.2,8,4.1,7425
5543,treasure_planet,6.5,140,6.5,33,3.1,9742
5544,1115907-1115907-they,4.2,54,3.9,12,2.6,2603
5545,chopper_chicks_in_zombietown,0,3,0,0,0,0
5546,what_to_do_in_case_of_fire,5.6,24,5.5,8,4,589
5547,i_love_you_too,0,0,0,0,0,0
5548,another_you,3,8,0,0,0,0
5549,borat,8,209,8.1,41,3.4,141091
5550,,0,0,0,0,0,0
5551,elling,7.1,58,7.3,17,4.1,2002
5552,i_spit_on_your_grave,4.9,27,0,0,0,0
5553,island_at_the_top_of_the_world,0,3,0,0,0,0
5554,last_seduction,7.8,48,7.9,11,3.6,1444
5555,1078021-contact,6.8,55,6.5,13,3.1,19572
5556,new_waterford_girl,7.4,12,0,2,3.7,582
5557,noahs_ark_principle,0,0,0,0,0,0
5558,sword_and_the_sorcerer,6.8,5,0,0,0,0
5559,zulu,7.2,13,0,2,3.8,4868
5560,analyze_that,4.8,145,4.1,32,2.9,11576
5561,1118698-empire,4.4,99,4.5,26,3.3,2601
5562,1118700-adaptation,8.2,195,8,35,3.6,39757
5563,equilibrium,4.8,82,4.5,23,3.7,77822
5564,,7.2,16,0,4,3.6,210
5565,madea-goes-to-jail,4.9,46,4.5,11,3.8,153294
5566,visitor_q,5.6,8,0,1,3.8,3392
5567,,0,0,0,0,0,0
5568,urgh-a-music-war,0,0,0,0,0,0
5569,vabank,0,0,0,0,0,0
5570,varning-for-jonssonligan,0,0,0,0,0,0
5571,vernon_florida,7.9,7,0,0,0,0
5572,1022576-victory,5.7,6,0,2,3.5,2887
5573,whose_life_is_it_anyway,5.9,5,0,0,0,0
5574,zoot_suit,0,3,0,0,0,0
5575,alone_in_the_dark,1.7,116,1.7,26,2.1,8641
5576,android_apocalypse,0,2,0,0,0,0
5577,attack_force_z,0,0,0,0,0,0
5578,,0,0,0,0,0,0
5579,author_author,0,1,0,0,0,0
5580,barbarosa,0,4,0,0,0,0
5581,beast_within,0,4,0,0,0,0
5582,my_best_friends_wedding,6.5,54,5.9,17,3.3,64013
5583,best_little_whorehouse_in_texas,5.1,9,0,1,3.2,2628
5584,1002907-border,6.7,9,0,0,0,0
5585,,0,0,0,0,0,0
5586,brimstone_and_treacle,0,1,0,0,0,0
5587,britannia_hospital,6.8,5,0,0,0,0
5588,burden_of_dreams,8.6,14,0,2,4.1,903
5589,cannery_row,6.2,6,0,1,3.5,328
5590,class_of_1984,5.9,10,0,1,3.2,1460
5591,come_back_to_the_5_and_dime_jimmy_dean_jimmy_dean,0,0,0,0,0,0
5592,danton,7.7,7,0,1,3.8,550
5593,deathtrap,6.1,11,0,1,3.5,1117
